ID,State,Name,Category,Income,Qualification,Eligible Courses,Preference,Minimum Qualification,Description,Type,Award Amount,Duration,Application Deadline,Selection Process
883,Rajasthan,Youth Engineering Scholarship by Dr. APJ Abdul Kalam Foundation,Minority,250000,Medical,Graduation,the OBC category,78% in Class 12 or equivalent,Youth Engineering Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in Minority category. The award amount is INR 76368 per year.,Private,INR 76368,1 years,19th August 2025,Not Specified (likely Need-Based)
884,Kerala,Development STEM Scholarship by Ambani Institute,SEBC,0,Medical,Diploma,the General category,82% in Class 12 or equivalent,Development STEM Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 40745 per year.,Corporate,INR 40745,1 years,6th September 2025,Not Specified (likely Need-Based)
885,Bihar,Community Engineering Scholarship by Tata Foundation,ST,1500000,Diploma,HSC,the OBC category,67% in Class 12 or equivalent,Community Engineering Scholarship by Tata Foundation provides financial assistance to students in ST category. The award amount is INR 72938 per year.,International,INR 72938,1 years,14th June 2025,Not Specified (likely Need-Based)
886,Odisha,Youth Engineering Scholarship by Indian Education Trust,all,750000,Graduation,Diploma,the SEBC category,58% in Class 12 or equivalent,Youth Engineering Scholarship by Indian Education Trust provides financial assistance to students in all category. The award amount is INR 25233 per year.,Corporate,INR 25233,4 years,21th September 2025,Not Specified (likely Need-Based)
887,Uttar Pradesh,Merit Literature Scholarship by Ambani Institute,EWS,1500000,Post-Graduation,Medical,the all category,57% in Class 12 or equivalent,Merit Literature Scholarship by Ambani Institute provides financial assistance to students in EWS category. The award amount is INR 34894 per year.,NGO,INR 34894,4 years,30th September 2025,Not Specified (likely Need-Based)
888,Kerala,Sustainability Literature Scholarship by IIT Foundation,General,1000000,Engineering,Engineering,the SC category,68% in Class 12 or equivalent,Sustainability Literature Scholarship by IIT Foundation provides financial assistance to students in General category. The award amount is INR 5607 per year.,Government,INR 5607,4 years,6th July 2025,Not Specified (likely Need-Based)
889,Andhra Pradesh,Leadership Law Scholarship by IIT Foundation,ST,250000,Post-Graduation,Ph,the General category,76% in Class 12 or equivalent,Leadership Law Scholarship by IIT Foundation provides financial assistance to students in ST category. The award amount is INR 111595 per year.,Private,INR 111595,4 years,14th September 2025,Not Specified (likely Need-Based)
890,Uttarakhand,Youth Engineering Scholarship by Bharti Enterprises,General,250000,HSC,Engineering,the EWS category,50% in Class 12 or equivalent,Youth Engineering Scholarship by Bharti Enterprises provides financial assistance to students in General category. The award amount is INR 46142 per year.,Private,INR 46142,4 years,22th September 2025,Not Specified (likely Need-Based)
891,Bihar,Excellence Social Sciences Scholarship by Ambani Institute,SEBC,500000,Diploma,Engineering,the SEBC category,82% in Class 12 or equivalent,Excellence Social Sciences Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 147581 per year.,NGO,INR 147581,4 years,15th September 2025,Not Specified (likely Need-Based)
892,Gujarat,Innovation Literature Scholarship by JNU Research,SEBC,250000,Graduation,Medical,the all category,70% in Class 12 or equivalent,Innovation Literature Scholarship by JNU Research provides financial assistance to students in SEBC category. The award amount is INR 31143 per year.,NGO,INR 31143,4 years,23th August 2025,Not Specified (likely Need-Based)
893,Punjab,Empowerment Medical Scholarship by IIT Foundation,SC,1500000,Medical,Ph,the SEBC category,71% in Class 12 or equivalent,Empowerment Medical Scholarship by IIT Foundation provides financial assistance to students in SC category. The award amount is INR 124881 per year.,NGO,INR 124881,3 years,24th July 2025,Not Specified (likely Need-Based)
894,West Bengal,Innovation Medical Scholarship by Indian Education Trust,Minority,250000,Post-Graduation,Diploma,the General category,74% in Class 12 or equivalent,Innovation Medical Scholarship by Indian Education Trust provides financial assistance to students in Minority category. The award amount is INR 141312 per year.,International,INR 141312,4 years,1th June 2025,Not Specified (likely Need-Based)
895,West Bengal,Research Literature Scholarship by Indian Government,Minority,0,Diploma,Medical,the all category,81% in Class 12 or equivalent,Research Literature Scholarship by Indian Government provides financial assistance to students in Minority category. The award amount is INR 13164 per year.,Government,INR 13164,3 years,16th August 2025,Not Specified (likely Need-Based)
896,Jharkhand,Innovation Social Sciences Scholarship by Indian Government,General,1500000,Graduation,Ph,the Minority category,80% in Class 12 or equivalent,Innovation Social Sciences Scholarship by Indian Government provides financial assistance to students in General category. The award amount is INR 52750 per year.,Corporate,INR 52750,4 years,28th June 2025,Not Specified (likely Need-Based)
897,Andhra Pradesh,Sustainability Arts Scholarship by Dr. APJ Abdul Kalam Foundation,SC,1500000,Graduation,Graduation,the Minority category,69% in Class 12 or equivalent,Sustainability Arts Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in SC category. The award amount is INR 9815 per year.,Government,INR 9815,2 years,1th August 2025,Not Specified (likely Need-Based)
898,Bihar,Diversity Medical Scholarship by JNU Research,all,250000,HSC,Post-Graduation,the ST category,67% in Class 12 or equivalent,Diversity Medical Scholarship by JNU Research provides financial assistance to students in all category. The award amount is INR 123886 per year.,NGO,INR 123886,2 years,3th June 2025,Not Specified (likely Need-Based)
899,Delhi,Diversity Entrepreneurship Scholarship by Mahatma Gandhi Trust,EWS,0,HSC,HSC,the ST category,60% in Class 12 or equivalent,Diversity Entrepreneurship Scholarship by Mahatma Gandhi Trust provides financial assistance to students in EWS category. The award amount is INR 130731 per year.,International,INR 130731,4 years,24th June 2025,Not Specified (likely Need-Based)
900,Rajasthan,Sustainability Medical Scholarship by Ambani Institute,Minority,1500000,Engineering,Ph,the ST category,72% in Class 12 or equivalent,Sustainability Medical Scholarship by Ambani Institute provides financial assistance to students in Minority category. The award amount is INR 46701 per year.,International,INR 46701,3 years,24th August 2025,Not Specified (likely Need-Based)
901,Jharkhand,Global Entrepreneurship Scholarship by Indian Government,ST,500000,HSC,Post-Graduation,the all category,55% in Class 12 or equivalent,Global Entrepreneurship Scholarship by Indian Government provides financial assistance to students in ST category. The award amount is INR 134563 per year.,Corporate,INR 134563,4 years,26th July 2025,Not Specified (likely Need-Based)
902,Madhya Pradesh,Development Arts Scholarship by Mahatma Gandhi Trust,EWS,1500000,Post-Graduation,HSC,the EWS category,69% in Class 12 or equivalent,Development Arts Scholarship by Mahatma Gandhi Trust provides financial assistance to students in EWS category. The award amount is INR 79582 per year.,International,INR 79582,3 years,9th July 2025,Not Specified (likely Need-Based)
903,Kerala,Sustainability Entrepreneurship Scholarship by Indian Education Trust,EWS,1500000,Medical,Medical,the EWS category,59% in Class 12 or equivalent,Sustainability Entrepreneurship Scholarship by Indian Education Trust provides financial assistance to students in EWS category. The award amount is INR 14447 per year.,International,INR 14447,4 years,30th September 2025,Not Specified (likely Need-Based)
904,West Bengal,Excellence Literature Scholarship by IIT Foundation,all,1000000,Graduation,Ph,the SC category,86% in Class 12 or equivalent,Excellence Literature Scholarship by IIT Foundation provides financial assistance to students in all category. The award amount is INR 17972 per year.,Government,INR 17972,1 years,22th August 2025,Not Specified (likely Need-Based)
905,Madhya Pradesh,Development Arts Scholarship by Indian Government,SEBC,1500000,Graduation,Engineering,the OBC category,73% in Class 12 or equivalent,Development Arts Scholarship by Indian Government provides financial assistance to students in SEBC category. The award amount is INR 109611 per year.,Government,INR 109611,4 years,27th June 2025,Not Specified (likely Need-Based)
906,Jharkhand,Global Social Sciences Scholarship by Indian Government,SC,500000,Engineering,HSC,the SEBC category,69% in Class 12 or equivalent,Global Social Sciences Scholarship by Indian Government provides financial assistance to students in SC category. The award amount is INR 114706 per year.,Corporate,INR 114706,4 years,4th September 2025,Not Specified (likely Need-Based)
907,Haryana,Excellence Law Scholarship by Ambani Institute,all,1500000,Post-Graduation,Engineering,the OBC category,61% in Class 12 or equivalent,Excellence Law Scholarship by Ambani Institute provides financial assistance to students in all category. The award amount is INR 48133 per year.,Private,INR 48133,1 years,22th July 2025,Not Specified (likely Need-Based)
908,Telangana,Empowerment Engineering Scholarship by Dr. APJ Abdul Kalam Foundation,ST,1500000,Graduation,Medical,the ST category,57% in Class 12 or equivalent,Empowerment Engineering Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in ST category. The award amount is INR 12007 per year.,International,INR 12007,1 years,22th July 2025,Not Specified (likely Need-Based)
909,Gujarat,Merit Arts Scholarship by Dr. APJ Abdul Kalam Foundation,General,250000,HSC,Graduation,the ST category,66% in Class 12 or equivalent,Merit Arts Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in General category. The award amount is INR 21270 per year.,Private,INR 21270,1 years,21th June 2025,Not Specified (likely Need-Based)
910,Delhi,Leadership Law Scholarship by Dr. APJ Abdul Kalam Foundation,General,750000,Engineering,HSC,the SC category,84% in Class 12 or equivalent,Leadership Law Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in General category. The award amount is INR 63577 per year.,Corporate,INR 63577,1 years,23th August 2025,Not Specified (likely Need-Based)
911,Tamil Nadu,Excellence Medical Scholarship by Bharti Enterprises,SC,750000,Diploma,Medical,the all category,60% in Class 12 or equivalent,Excellence Medical Scholarship by Bharti Enterprises provides financial assistance to students in SC category. The award amount is INR 85985 per year.,Private,INR 85985,2 years,4th July 2025,Not Specified (likely Need-Based)
